hg19	rn6
RBM15	Rbm15
WIPF1	Wipf1
CHST14	Chst14
FAF2	Faf2
FN3KRP	Fn3krp
FUT7	Fut7
MAT2A	Mat2a
TGFBR3L	Gm14378
ST3GAL3	St3gal3
RWDD1	Rwdd1
SLC24A3	Slc24a3
RDH14	Rdh14
FHOD1	Fhod1
ZSCAN18	Zscan18
ZNF282	Zfp282
DYRK3	Dyrk3
GPR37L1	Gpr37l1
SPEN	Spen
PPEF1	Ppef1
SLC31A2	Slc31a2
CDS1	Cds1
PDXP	Pdxp
A4GNT	A4gnt
CMYA5	Cmya5
ZNF274	Zfp110
LMOD1	Lmod1
NKX6-3	Nkx6-3
CLRN3	Clrn3
NRARP	Nrarp
KIF26A	Kif26a
IL19	Il19
TRIB3	Trib3
SDC4	Sdc4
OPRK1	Oprk1
SLC31A1	Slc31a1
ZC3H7A	Zc3h7a
FCRL6	Fcrl6
TRIB2	Trib2
PKLR	Pklr
SMAD4	Smad4
FAM57A	Fam57a
ZNF777	Zfp777
LMOD3	Lmod3
RP11-166N6.3	Clrn1
TBC1D20	Tbc1d20
CHST12	Chst12
FAM57B	Fam57b
FCRL1	Fcrl1
GNRHR	Gnrhr
DNASE2B	Dnase2b
COL12A1	Col12a1
TRIP12	Trip12
ZNF592	Zfp592
CLRN2	Clrn2
ZNF654	Zfp654
DHRSX	DHRSX
SLC22A18	Slc22a18
MTCP1	Mtcp1
FUT4	Fut4
PERP	Perp
COL14A1	Col14a1
FCRLA	Fcrla
TCL1A	Tcl1a
NHSL1	Nhsl1
RGAG4	Rgag4
RMND5A	Rmnd5a
YPEL4	Ypel4
DGKI	Dgki
FCRL5	Fcrl5
GCGR	GCGR
FCRL2	Fcrl2
COX4I1	Cox4i1
GATA5	Gata5
SLC4A1AP	Slc4a1ap
KEAP1	Keap1
PNLIP	Pnlip
ZNF398	Zfp398
WDR59	Wdr59
DYRK4	Dyrk4
LDOC1	Ldoc1
PNPLA8	Pnpla8
ST3GAL6	St3gal6
DYRK2	Dyrk2
FSD2	Fsd2
LAMP3	Lamp3
ACOT11	Acot11
RPS26	Rps26
FADS1	Fads1
TRERF1	Trerf1
TLX1	Tlx1
PPRC1	Pprc1
KLHL28	Klhl28
FADS2	Fads2
OR6K6	Olr1592
SDC3	SDC3
PPP5C	Ppp5c
MAT1A	Mat1a
KIF26B	Kif26b
ACOT12	Acot12
ARMC3	Armc3
RIMBP2	Rimbp2
CCNC	Ccnc
PCOLCE	Pcolce
ZNF292	Zfp292
FLRT2	Flrt2
AGFG2	Agfg2
LDOC1L	Ldoc1l
GSTO1	Gsto1
ZNF746	Zfp746
VIT	Vit
MFSD9	Mfsd9
R3HDM1	R3hdm1
SMAD6	Smad6
PNLIPRP1	Pnliprp1
CCNL2	CCNL2
OR14J1	Olr1693
MAL	Mal
ULK4	Ulk4
FAM71F1	Fam71f1
ISL2	Isl2
PCOLCE2	PCOLCE2
WIPF2	Wipf2
FN3K	Fn3k
ZNF541	Zfp541
RBFOX3	Rbfox3
WDR7	Wdr7
STX4	Stx4
TMEM47	Tmem47
COX4I2	Cox4i2
PTGES	Ptges
TLX2	Tlx2
FAM58A	Fam58b
KPNA4	Kpna4
YPEL1	Ypel1
UAP1L1	Uap1l1
AQP11	Aqp11
SPAG17	Spag17
CD68	Cd68
ZNF407	Zfp407
GPR146	Gpr146
PNLIPRP2	Pnliprp2
DNAJC15	Dnajc15
FAM168A	Fam168a
COL18A1	Col18a1
RAB22A	Rab22a
LHX8	Lhx8
ABHD4	Abhd4
KCNJ12	Kcnj12
OR6N2	Olr1588
ZNF212	ZFP212
GHRHR	Ghrhr
TAPBPL	Tapbpl
FAM168B	Fam168b
FAM71E1	Fam71e1
OR14A16	Olr1653
ATP11A	Atp11a
AGFG1	Agfg1
EDNRB	Ednrb
CCDC130	Ccdc130
DNAJC19	RGD1560220
OR6N1	Olr1589
KCNJ14	Kcnj14
STK35	Stk35
GPER1	Gper1
FLRT1	Flrt1
FAM71E2	Fam71e2
NPBWR1	Npbwr1
KCNJ2	Kcnj2
WDR24	Wdr24
JADE2	Phf15
WTIP	Wtip
ARMC4	Armc4
LHX6	Lhx6
MGST1	Mgst1
SMAD7	Smad7
SCAF8	Scaf8
GNG3	Gng3
R3HDM2	R3hdm2
TGFB1I1	Tgfb1i1
MYL9	Myl9
FAM71D	Fam71d
IL4I1	Il4i1
SDC2	Sdc2
TNFSF15	Tnfsf15
DGKE	Dgke
OPRD1	Oprd1
ABHD5	Abhd5
VWC2	Vwc2
CAB39L	Cab39l
DGKZ	Dgkz
KSR1	Ksr1
ISL1	Isl1
SEZ6L2	Sez6l2
DIMT1	Dimt1
RBFOX2	Rbfox2
NHS	Nhs
PGGT1B	Pggt1b
USP43	Usp43
OPRL1	Oprl1
IFNAR1	IFNAR1
TAPBP	Tapbp
SAMHD1	Samhd1
AJUBA	Ajuba
FAM109A	Fam109a
FBXO25	Fbxo25
WWC2	Wwc2
FLRT3	Flrt3
SOGA1	Soga1
SLC1A1	Slc1a1
FAHD1	Fahd1
SCAF4	Scaf4
SDC1	Sdc1
BRAF	Braf
CEP290	Cep290
VWC2L	Vwc2l
MXI1	Mxi1
ZNF532	Zfp532
FAM109B	Fam109b
FAM71A	Fam71a
LIMD1	Limd1
SUMF1	Sumf1
STIP1	Stip1
ATP7A	Atp7a
MALL	Mall
LAMP1	Lamp1
TFB1M	Tfb1m
TOPORS	Topors
ATP11C	Atp11c
GLP1R	Glp1r
DPP10	Dpp10
DSC2	Dsc2
TNIP3	Tnip3
ARAF	Araf
RNF7	Rnf7
YPEL5	Ypel5
SLC22A14	Slc22a14
PPP1R8	Ppp1r8
MXD1	Mxd1
LPXN	Lpxn
MIF4GD	Mif4gd
UAP1	Uap1
PTGR1	Ptgr1
GIPR	Gipr
SLC24A4	SLC24A4
TNIP1	Tnip1
RBFOX1	Rbfox1
MXD3	Mxd3
BVES	Bves
VTI1B	Vti1b
SLC24A5	Slc24a5
CLEC12B	Clec12b
DNM3	Dnm3
RBX1	Rbx1
ATP6AP1	Atp6ap1
TG	Tg
POPDC3	Popdc3
YPEL3	Ypel3
RAB5A	Rab5a
AKAP17A	Akap17a
POPDC2	Popdc2
GPR37	Gpr37
ATM	Atm
HECTD1	Hectd1
CLEC12A	Clec12a
PDLIM3	Pdlim3
HEPACAM2	Hepacam2
PLA2G6	Pla2g6
SNRPF	Snrpf
SLC34A1	Slc34a1
GATA6	Gata6
SOGA2	Soga2
UBE2D3	Ube2d3
GATA4	Gata4
IGSF9B	Igsf9b
GNG4	Gng4
RAF1	Raf1
RASSF7	Rassf7
EXOC6	Exoc6
WFDC8	Wfdc8
CLEC1B	Clec1b
FMO2	Fmo2
BST1	Bst1
SUMF2	Sumf2
TNFSF14	Tnfsf14
HDC	Hdc
WIPI2	Wipi2
FAM126B	Fam126b
SLC34A2	Slc34a2
RLF	Rlf
OTOP3	Otop3
PDLIM1	Pdlim1
SLC1A7	Slc1a7
UBE2V2	Ube2v2
EDNRA	Ednra
SUB1	SUB1
UCHL1	Uchl1
FBXO32	Fbxo32
TTYH3	Ttyh3
CTIF	Ctif
RABGGTB	Rabggtb
PATZ1	PATZ1
FAM126A	Fam126a
PDIK1L	Pdik1l
REST	Rest
NHSL2	Nhsl2
SIN3A	Sin3a
ATP7B	Atp7b
PDLIM4	Pdlim4
LIPG	Lipg
KIFAP3	Kifap3
GNG2	Gng2
RAB31	Rab31
FAM89B	Fam89b
FAM71F2	Fam71f2
UBE2D1	Ube2d1
XIRP2	Xirp2
CD38	Cd38
MFAP5	Mfap5
DPP9	Dpp9
PDLIM2	Pdlim2
BPIFB2	Bpifb2
SEZ6	Sez6
LPL	Lpl
STK33	Stk33
MFAP2	Mfap2
ACTR3B	Actr3b
ZNF687	Zfp687
GNG8	Gng8
CEP170B	Cep170b
LSR	Lsr
AMIGO2	Amigo2
ACVR1B	Acvr1b
HEPACAM	Hepacam
KPNA6	Kpna6
CAB39	Cab39
TCHHL1	Tchhl1
TET1	Tet1
FAM89A	Fam89a
PTPRO	Ptpro
SGCG	Sgcg
SEZ6L	Sez6l
ARPP21	Arpp21
SGCD	Sgcd
POM121L2	Pom121l2
ZFAND5	Zfand5
MAOB	Maob
CCDC28B	Ccdc28b
ZNF750	Znf750
C6orf106	D17Wsu92e
BPIFB6	Bpifb6
OLR1	Olr1
WWC3	Wwc3
OTOP2	Otop2
SAFB2	Safb2
TCTN1	Tctn1
RAB5C	Rab5c
ACTR3	Actr3
HUS1	Hus1
TET3	Tet3
AP1B1	Ap1b1
FAM71B	Fam71b
MCF2	Mcf2
CUL7	Cul7
PITPNM3	Pitpnm3
ASIC4	Asic4
ACVR1C	Acvr1c
ATP6V0D1	Atp6v0d1
ZNF623	ZFP623
ASPM	Aspm
FAM63A	Fam63a
SGCZ	Sgcz
NAT8L	Nat8l
SAFB	Safb
ILDR1	Ildr1
TRAK2	Trak2
SLC1A3	Slc1a3
BMPR1A	Bmpr1a
DDC	Ddc
PTPRB	Ptprb
IFFO1	Iffo1
MYL7	Myl7
TRAM1	Tram1
CRK	Crk
CLEC1A	Clec1a
RHOC	Rhoc
DPP8	Dpp8
NGFRAP1	Ngfrap1
ILDR2	Ildr2
CUL9	Cul9
IGSF9	Igsf9
ZFAND6	Zfand6
JADE1	Phf17
C16orf11	A930017K11Rik
SIN3B	Sin3b
LAMP2	Lamp2
BPIFB3	BPIFB3
CLEC9A	Clec9a
OR4D10	Olr323
HEATR5B	Heatr5b
TRAM1L1	Tram1l1
SLFN5	Slfn5
IQCF5	Iqcf5
EN2	En2
NPY4R	Npy4r
TET2	Tet2
OR6K3	Olr1593
ATP11B	ATP11B
TTYH2	Ttyh2
VTI1A	Vti1a
BMPR1B	Bmpr1b
FBLL1	Fbll1
CLEC7A	Clec7a
JADE3	RGD1563945
FASLG	Faslg
TMPRSS11D	Tmprss11d
SLC34A3	Slc34a3
SLC35F3	Slc35f3
KPNA5	Kpna5
RHOB	Rhob
LIMD2	Limd2
MS4A8	Ms4a8
EXOC6B	Exoc6b
AMIGO1	Amigo1
CDK19	Cdk19
HNRNPH1	Hnrnph1
AP2B1	Ap2b1
PITPNM1	Pitpnm1
MYL12B	Myl12b
RAMP1	Ramp1
TMEM136	Tmem136
PRCP	Prcp
TNF	Tnf
ATP6AP1L	Atp6ap1l
HNRNPH2	Hnrnph2
BPIFB4	Bpifb4
C21orf33	RGD1303003
FAM63B	Fam63b
MYL12A	Myl12a
LTA	Lta
MS4A12	Ms4a12
PDGFD	Pdgfd
XIRP1	Xirp1
RASSF8	Rassf8
CDK8	RGD1560888
DNM1	Dnm1
CPM	Cpm
EME1	Eme1
OTOP1	Otop1
ZPBP	Zpbp
EN1	En1
SLC35F4	Slc35f4
ASIC2	Asic2
DPP6	Dpp6
DNM2	Dnm2
CLCN7	Clcn7
MAOA	Maoa
FLG2	RGD1566121
MAZ	Maz
OR4D6	Olr325
DNAJC11	Dnajc11
WWC1	Wwc1
SLC38A11	Slc38a11
MS4A18	Ms4a18
VEZF1	Vezf1
WIPI1	Wipi1
CCDC28A	Ccdc28a
RPTN	Rptn
ADTRP	Adtrp
TMPRSS11E	Tmprss11e
NCOR1	Ncor1
TMEFF2	Tmeff2
ASXL3	Asxl3
ERMP1	Ermp1
KCNMB4	Kcnmb4
IQCF1	Iqcf1
HAP1	Hap1
PDGFC	Pdgfc
ZPBP2	Zpbp2
CRNN	Crnn
THUMPD2	Thumpd2
IQCF6	Iqcf6
RASA1	Rasa1
PITPNM2	Pitpnm2
GPBP1	Gpbp1
PLEKHF2	Plekhf2
TRAM2	Tram2
RAMP3	Ramp3
LCN9	Lcn9
BEX4	Bex4
ARFIP2	Arfip2
ZZEF1	Zzef1
SLC38A1	Slc38a1
WSCD1	Wscd1
PYGM	Pygm
TMPRSS11F	Tmprss11f
SMARCB1	Smarcb1
NQO2	Nqo2
ERP27	Erp27
HEATR5A	Heatr5a
ABI1	Abi1
KCNMB2	Kcnmb2
SLC38A6	Slc38a6
CSF1R	Csf1r
TRAK1	Trak1
LIPK	Lipk
AIG1	Aig1
AP4B1	Ap4b1
GNAZ	Gnaz
MED12	Med12
RAB11FIP2	Rab11fip2
KPNA3	Kpna3
KCNMB1	Kcnmb1
ASXL1	Asxl1
DPEP2	Dpep2
HFE2	Hfe2
MCF2L	Mcf2l
TTYH1	TTYH1
EME2	Eme2
SLC38A10	Slc38a10
KPNA1	Kpna1
KCNMB3	Kcnmb3
KIAA1244	RGD1309903
LHPP	Lhpp
SLC1A6	Slc1a6
SERPINB13	Serpinb13
NCOA6	Ncoa6
NCOR2	Ncor2
TIMP3	Timp3
ATP6V0D2	Atp6v0d2
RAMP2	Ramp2
APMAP	Apmap
CLCN4	Clcn4
DPEP3	Dpep3
NQO1	Nqo1
APOA1	Apoa1
MSRB3	Msrb3
TMEM102	Tmem102
RHOD	Rhod
CRKL	Crkl
LDB2	Ldb2
RHOT2	Rhot2
DAB2IP	Dab2ip
EIF2AK3	Eif2ak3
SLTM	RGD1307526
TMPRSS11A	Tmprss11a
PDIA2	Pdia2
ETV3	Etv3
ZNF142	Zfp142
LIPN	Lipn
PRLHR	Prlhr
MTX3	Mtx3
RAB40C	Rab40c
POLR2K	Polr2k
EMX1	Emx1
RBL2	Rbl2
LRRC3	Lrrc3
GIF	Gif
NPY2R	Npy2r
CNOT8	Cnot8
CLCN5	Clcn5
DPP7	Dpp7
OSBPL3	Osbpl3
NPY5R	Npy5r
SPI1	Spi1
LIMA1	Lima1
ASIC3	Asic3
PHOSPHO1	Phospho1
CHAC1	Chac1
PYGB	Pygb
COQ10B	Coq10b
ETV3L	Etv3l
FAM194A	Fam194a
GAB1	Gab1
DISP2	Disp2
PXN	Pxn
NEIL3	Neil3
USP16	Usp16
CROCC	Crocc
CLCN3	Clcn3
NPY1R	Npy1r
FAM170B	Fam170b
TIMP4	Timp4
LDB1	Ldb1
PRSS16	Prss16
ZCRB1	Zcrb1
COQ10A	Coq10a
ERF	Erf
CXADR	Cxadr
PLEKHG1	Plekhg1
KLHDC1	KLHDC1
SARDH	Sardh
CNOT7	Cnot7
MTX2	Mtx2
FAM170A	Fam170a
ADPRHL1	Grtp1
GAB4	Gab2
CLCN6	Clcn6
ASIC1	Asic1
MTX1	Mtx1
MIER2	Mier2
OTUD6B	Otud6b
DPEP1	Dpep1
LRRC3C	Lrrc3c
GABPA	Gabpa
PYGL	Pygl
RHOF	Rhof
RPS24	RGD1562937
BEGAIN	Begain
USP45	Usp45
ASXL2	Asxl2
KIAA1107	A830010M20Rik
FNDC5	Fndc5
ETS1	Ets1
GRSF1	Grsf1
LIPA	Lipa
SMTNL1	Smtnl1
CR2	Cr2
CREG2	Creg2
GORASP1	Gorasp1
PHOSPHO2	Phospho2
USP31	Usp31
STXBP6	Stxbp6
TIMP2	Timp2
ITM2C	Itm2c
RHOA	RSA-14-44
MB21D2	Mb21d2
CEP250	Cep250
PTCHD2	Ptchd2
ETS2	Ets2
OR9G1	Olr459
CPD	Cpd
APOA4	Apoa4
TMPRSS15	Tmprss15
RHOT1	Rhot1
LRRC3B	Lrrc3b
TSPAN13	Tspan13
ITM2B	Itm2b
ABI3	Abi3
DNMT3L	Dnmt3l
WSCD2	Wscd2
NEURL1B	Neurl1b
TCEB1	Tceb1
FGD3	Fgd3
ZCCHC13	Zcchc13
PCYT1B	Pcyt1b
TMPRSS11B	Tmprss11bnl
OR4D11	Olr321
PDLIM5	Pdlim5
ABI2	Abi2
TSPAN31	Tspan31
PIK3C2G	Pik3c2g
GDAP1	Gdap1
COX6B2	Cox6b2
EIF2AK2	Eif2ak2
CPZ	Cpz
CHAC2	Chac2
TCF20	Tcf20
PDLIM7	Pdlim7
RAB28	RAB28
PLEKHG3	Plekhg3
PRKRA	Prkra
OSBPL6	Osbpl6
MIER1	Mier1
PCYT1A	Pcyt1a
GPA33	Gpa33
CREG1	Creg1
B9D2	B9d2
RASSF1	Rassf1
P4HB	P4hb
PDILT	Pdilt
SPIC	Spic
OR4D2	Olr1521
FBXO31	Fbxo31
NHLH2	Nhlh2
RAB11FIP5	Rab11fip5
HDHD2	Hdhd2
DNMT3A	Dnmt3a
SMTNL2	Smtnl2
PDGFRB	Pdgfrb
ZNF558	Zfp558
MSRB2	Msrb2
OR4D1	Olr1523
RAB11FIP1	Rab11fip1
ATP5S	Atp5s
PSMC5	Psmc5
STAU1	Stau1
ARFIP1	Arfip1
MTERFD3	Mterfd3
COPS8	Cops8
GNAI2	Gnai2
LIPM	Lipm
LRTOMT	Tomt
GLIPR2	Glipr2
DDX23	Ddx23
PRSS23	Prss23
TIMP1	Timp1
GORASP2	Gorasp2
SERPINB12	Serpinb12
ADK	Adk
LDB3	LDB3
SCRT1	Scrt1
EGLN2	Egln2
ATP6V1H	Atp6v1h
RUFY4	Rufy4
NEIL2	Neil2
PDCD1LG2	Pdcd1lg2
EMX2	Emx2
OR9G4	Olr450
MYADML2	Myadml2
MIER3	MIER3
HAPLN3	Hapln3
ZNF317	Zfp317
RAB23	Rab23
SCRT2	Scrt2
FUNDC1	Fundc1
FUNDC2	Fundc2
TCN2	Tcn2
SLC10A1	Slc10a1
PSMD7	Psmd7
SSU72	Ssu72
PDPR	Pdpr
TARBP2	Tarbp2
COMT	Comt
RB1	Rb1
FYCO1	Fyco1
CDK5R2	Cdk5r2
MS4A15	Ms4a15
JDP2	Jdp2
RBL1	Rbl1
ZDHHC5	Zdhhc5
MTRF1	Mtrf1
ADPRH	Adprh
CNBP	Cnbp
RGMA	Rgma
IST1	Ist1
AMOTL1	Amotl1
PIWIL2	Piwil2
CD274	Cd274
ZC3H3	Zc3h3
RASAL3	Rasal3
OTUD6A	Otud6a
SNAI2	Snai2
FGD4	Fgd4
CDK5R1	Cdk5r1
TAL1	Tal1
DMGDH	Dmgdh
HMOX2	Hmox2
RPS2	Rps2-ps6
RAI1	Rai1
EGLN3	Egln3
SNRPE	Snrpel1
MYADM	Myadm
FLT3	Flt3
SOST	Sost
PRSS35	Prss35
RNF2	Rnf2
ATP5SL	Atp5sl
AMOTL2	Amotl2
KIT	Kit
UBTF	Ubtf
OSBPL7	Osbpl7
PLEKHG2	Plekhg2
RGMB	Rgmb
DISP1	Disp1
TJAP1	Tjap1
GOLPH3	Golph3
ADAMDEC1	Adamdec1
NTSR1	Ntsr1
FBP1	Fbp1
EXOC1	Exoc1
SOSTDC1	Sostdc1
PDGFRA	Pdgfra
MDH2	Mdh2
MPC1	Mpc1
GDAP1L1	Gdap1l1
TMEM26	Tmem26
SMTN	Smtn
GXYLT2	Gxylt2
SLC26A4	Slc26a4
GJC3	Gjc3
LIPF	Lipf
SYNGR2	SYNGR2
CUTA	Cuta
METTL6	Mettl6
PDCD2	Pdcd2
RASSF3	Rassf3
GNAI1	Gnai1
TBP	Tbp
ADCK3	Adck3
TADA2A	Tada2a
UTP20	Utp20
RBPJL	Rbpjl
GXYLT1	Gxylt1
GNAI3	Gnai3
ADAM2	Adam2
SAT2	Sat2
PCYOX1	Pcyox1
ATF3	Atf3
PROM1	Prom1
XK	Xk
VSIG8	Vsig8
SNAI1	Snai1
CPSF4L	Cpsf4l
LZTR1	Lztr1
SLC17A7	Slc17a7
PCBD2	Pcbd2
TCP11L2	Tcp11l2
ZNF131	Zfp131
RPS6	Rps6
SDSL	Sdsl
SELP	Selp
NRN1L	NRN1L
TMEM198	Tmem198
NECAB1	Necab1
RASSF5	Rassf5
SAT1	Sat1
DNMT3B	Dnmt3b
SMARCA2	Smarca2
ARSA	Arsa
FAM92A1	Fam92a1
TMEM74B	Tmem74b
LRIG2	Lrig2
SLC26A3	Slc26a3
TATDN3	Tatdn3
PCBD1	Pcbd1
MARCO	Marco
PIK3C2B	Pik3c2b
RPL10A	Rpl10a
CLMP	Clmp
ECT2	Ect2
MICALL1	Micall1
PIWIL4	Piwil4
LCN12	Lcn12
PIK3C2A	Pik3c2a
GCNT7	GCNT7
STAU2	Stau2
ADAM32	Adam32
KLHDC3	Klhdc3
PIWIL1	Piwil1
STAMBPL1	Stambpl1
AMOT	Amot
SELE	Sele
RNF166	Rnf166
PIK3C3	Pik3c3
ERGIC3	Ergic3
NEURL1	Neurl1a
HTR3B	Htr3b
SNAI3	Snai3
LMO7	Lmo7
PCYOX1L	Pcyox1l
UBTD2	Ubtd2
DDX59	Ddx59
ZNF513	Zfp513
STAMBP	Stambp
SF3A3	Sf3a3
ERGIC1	Ergic1
XKRX	Xkrx
SCARA5	Scara5
UBP1	Ubp1
FOLR2	FOLR2
METTL8	Mettl8
TCP11	Tcp11
RING1	Ring1
NRN1	Nrn1
EIF2AK1	Eif2ak1
SDE2	Sde2
ERGIC2	ERGIC2
ITGB8	Itgb8
UBTD1	Ubtd1
MYCL	Mycl
EIF4H	Eif4h
SERPINB8	Serpinb8
USF2	Usf2
TADA2B	Tada2b
PLEKHF1	Plekhf1
MSR1	Msr1
NHLH1	Nhlh1
PPP3R2	Ppp3r2
FBP2	Fbp2
PEX6	Pex6
SACS	Sacs
ZBTB24	Zbtb24
SALL1	Sall1
PTN	Ptn
RFTN2	Rftn2
ZDHHC2	ZDHHC2
PDCL	Pdcl
ADAM18	Adam18
MDK	Mdk
SYNGR3	Syngr3
LCN2	Lcn2
GOLPH3L	Golph3l
RNF138	Rnf138
MTRF1L	Mtrf1l
MTOR	Mtor
PROM2	Prom2
TBPL2	Tbpl2
ALMS1	Alms1
CTPS2	Ctps2
ZNF462	Zfp462
LIMCH1	Limch1
ACAN	Acan
HTR3A	Htr3a
ZDHHC14	Zdhhc14
GJD4	Gjd4
EIF2AK4	Eif2ak4
SYNGR1	Syngr1
RFTN1	Rftn1
LYL1	Lyl1
HMOX1	Hmox1
SDS	Sds
CYP27A1	Cyp27a1
RAD21L1	Rad21l1
ZNF366	Zfp366
EGLN1	Egln1
NTSR2	Ntsr2
FAM92B	Fam92b
UCP3	Ucp3
AARSD1	Aarsd1
FOLR4	Folr4
CHP1	Chp1
SYNGR4	Syngr4
SLC25A41	Slc25a41
FGD2	Fgd2
GPR39	Gpr39
UCP2	Ucp2
SERPINB11	Serpinb11
EFHC2	Efhc2
SLC52A3	Slc52a3
NECAB2	Necab2
RASAL2	Rasal2
USF1	Usf1
LRIG1	Lrig1
COPS6	Cops6
SLC25A11	Slc25a11
RAD21	Rad21
DPH3	Dph3
VBP1	Vbp1
PTP4A3	Ptp4a3
TAL2	Tal2
PPP1R12C	Ppp1r12c
RRAGA	Rraga
ARIH2	Arih2
TOPBP1	Topbp1
SLC25A23	Slc25a23
TFCP2L1	Tfcp2l1
TMEM74	Tmem74
L3MBTL3	L3mbtl3
KRT24	Krt24
HHAT	Hhat
ELOVL1	Elovl1
SLC25A24	Slc25a24
ADCK4	Adck4
TBPL1	Tbpl1
NECAB3	Necab3
NUBPL	Nubpl
CFI	Cfi
LRRC59	Lrrc59
PTP4A2	PTP4A2
ZDHHC18	Zdhhc18
SLC25A25	Slc25a25
TMEM106C	Tmem106c
BAG3	Bag3
PKMYT1	Pkmyt1
CHCHD4	RGD1564534
PYCRL	Pycrl
NEU3	Neu3
EEA1	Eea1
TCF15	Tcf15
TFCP2	Tfcp2
ALKBH2	Alkbh2
ITGB6	Itgb6
UBE2Z	Ube2z
TCP11L1	Tcp11l1
TMEM106B	Tmem106b
TFDP2	Tfdp2
KRT26	Krt26
MYCBP2	Mycbp2
TMEM106A	Tmem106a
MAP2K1	Map2k1
SMARCA4	Smarca4
BNIP3	Bnip3
SEC61A1	Sec61a1
EIF3F	EIF3F
CTPS1	Ctps1
SATL1	Satl1
SYNGAP1	Syngap1
STMN4	Stmn4
PHEX	Phex
RELN	Reln
BCAT2	Bcat2
MYC	Bmyc
COX10	Cox10
ADAP2	Adap2
CIB1	Cib1
NEU2	Neu2
PRKAG3	Prkag3
EFHC1	Efhc1
NENF	Nenf
MYCN	Mycn
ANKIB1	Ankib1
NAPA	Napa
WEE2	Wee2
KRT27	Krt27
PYCR1	Pycr1
NAPB	Napb
SCP2D1	Scp2d1
HAPLN2	Hapln2
L3MBTL4	L3mbtl4
GMFB	Gmfb
SEC61A2	Sec61a2
SLC10A5	Slc10a5
FAXC	Faxc
CHST3	Chst3
NUBP1	Nubp1
SLC10A3	Slc10a3
NADK	Nadk
KRT25	Krt25
STS	Sts
CORIN	Corin
SALL2	Sall2
UBE2O	Ube2o
LARP4	Larp4
HSD17B4	Hsd17b4
ANKRD46	Ankrd46
PLD2	PLD2
PMEPA1	Pmepa1
PRKD2	Prkd2
RNF125	RNF125
PDCL2	Pdcl2
ZDHHC8	Zdhhc8
RTP4	Rtp4
BAI1	Bai1
ITGB5	Itgb5
KIAA1009	RGD1307365
NEU4	Neu4
MAD2L1	Mad2l1
RAD9B	Rad9b
GPR179	Gpr179
MARCH5	March5
ZNF710	Zfp710
RPL27A	RGD1565679
APH1A	Aph1a
HAPLN1	Hapln1
CYP24A1	Cyp24a1
SF1	Sf1
PIGR	Pigr
RNF114	Rnf114
NOV	Nov
GRIN2D	Grin2d
CYB5D2	Cyb5d2
PRKD3	Prkd3
SLC47A1	Slc47a1
FAM91A1	Fam91a1
KRT12	Krt12
CIB4	Cib4
RTP3	Rtp3
DEPDC1	Depdc1
IFI44	IFI44
IL1RAP	Il1rap
XYLT2	Xylt2
ZDHHC9	Zdhhc9
TFF1	Tff1
IFI44L	Ifi44l
PPM1N	Ppm1n
LARP4B	Larp4b
TP53INP1	Tp53inp1
MME	Mme
RCL1	Rcl1
SLC10A4	Slc10a4
LRIG3	LRIG3
IL1RAPL2	Il1rapl2
TPBG	Tpbg
GRIN2C	Grin2c
CSTB	Cstb
TPBGL	Tpbgl
SLC10A2	Slc10a2
RUNX2	Runx2
OR4P4	Olr630
TUBGCP4	Tubgcp4
TP53INP2	TP53INP2
LDLRAD4	Ldlrad4
SPRYD4	Spryd4
GMFG	Gmfg
TIGD2	Tigd2
PPP1R12A	Ppp1r12a
RUNX1	Runx1
SLC17A6	Slc17a6
SVEP1	Svep1
RTP1	Rtp1
ASMT	Asmt
PLD1	Pld1
SLC10A6	Slc10a6
RTCA	Rtcd1
JRKL	Jrkl
VSTM2B	Vstm2b
BCAT1	Bcat1
SLC17A8	Slc17a8
SMAP1	Smap1
NLN	Nln
CHP2	Chp2
RPL3L	Rpl3l
ALKBH3	Alkbh3
BAG5	Bag5
SNX22	Snx22
GPR158	Gpr158
STMN3	Stmn3
KRT10	Krt10
ARIH1	Arih1
RAD9A	Rad9a
ANKRD63	Ankrd63
IGFBP7	Igfbp7
SHISA6	Shisa6
FOLR1	Folr1
CHST7	Chst7
SNX24	Snx24
TFF3	Tff3
WDFY1	Wdfy1
SLC26A9	Slc26a9
TIGD5	Tigd5
HHATL	Hhatl
BAG4	Bag4
ARSG	Arsg
TFF2	Tff2
KRT28	Krt28
FAIM3	Faim3
PRKD1	Prkd1
VSTM2A	Vstm2a
XYLT1	Xylt1
RUNX3	Runx3
BANF2	Banf2
AIM1L	Aim1l
PPP1R16B	Ppp1r16b
GRASP	Grasp
ACBD7	Acbd7
ENO3	Eno3
TOMM40L	Tomm40l
LMAN2	Lman2
SLMO1	Slmo1
IDH2	Idh2
CHST2	Chst2
EFNA5	Efna5
PRKAG2	Prkag2
SLC17A9	Slc17a9
MYO18B	Myo18b
PSMA7	Psma7
BSPRY	Bspry
PPP1R16A	Ppp1r16a
MMEL1	Mmel1
MTNR1B	Mtnr1b
GNB5	Gnb5
TOMM40	Tomm40
ENO4	Eno4
SELL	Sell
GALNS	Galns
ELOVL3	Elovl3
NR5A1	Nr5a1
SMG1	Smg1
PPP1R12B	Ppp1r12b
TUBGCP2	Tubgcp2
FCAMR	Fcamr
BANF1	Banf1
NR6A1	Nr6a1
TBCE	Tbce
CCDC108	Ccdc108
